1 	501887 	971.291 	0.979229 	0 	-4.21199 	0.26606
0.974747 	4.34767e+06 	1126.88 	0.807351 	0 	-3.47204 	0.771342
0.949495 	7.13136e+06 	1320.69 	0.597283 	0 	-2.18335 	0.802135
0.924242 	1.542e+07 	1330.23 	0.227999 	0 	-0.499523 	0.41544
0.89899 	1.13925e+06 	406.246 	0.00540202 	0 	0.307542 	0.221389
0.873737 	23389.3 	299.878 	0.000205662 	0 	0.535265 	0.299237
0.848485 	1284.88 	293.621 	1.57748e-05 	0 	0.716599 	0.334802
0.823232 	91.7349 	293.02 	1.38716e-06 	0 	0.854461 	0.348923
0.79798 	7.29105 	292.956 	1.25282e-07 	0 	0.966167 	0.354718
0.772727 	0.60905 	292.949 	1.13487e-08 	0 	1.06178 	0.35691
0.747475 	0.0509208 	292.948 	1.00147e-09 	0 	1.14656 	0.357251
0.722222 	0.00416819 	292.948 	8.50256e-11 	0 	1.22339 	0.356474
0.69697 	0.000329806 	292.948 	6.89152e-12 	5.27161e-34 	1.29393 	0.354938
0.671717 	2.52347e-05 	292.948 	5.34996e-13 	0 	1.3592 	0.352849
0.646465 	1.87314e-06 	292.948 	3.9987e-14 	0 	1.41986 	0.350344
0.621212 	1.34953e-07 	292.948 	2.88282e-15 	0 	1.47633 	0.347518
0.59596 	1.02292e-08 	292.948 	2.17402e-16 	0 	1.52888 	0.344447
0.570707 	1.59037e-09 	292.947 	3.33346e-17 	0 	1.57772 	0.341189
0.545455 	1.04981e-09 	292.947 	2.1666e-17 	0 	1.62298 	0.337791
0.520202 	1.05897e-09 	292.947 	2.15598e-17 	0 	1.66476 	0.334296
0.494949 	1.10514e-09 	292.947 	2.2187e-17 	0 	1.70312 	0.330736
0.469697 	1.15385e-09 	292.947 	2.28394e-17 	0 	1.73813 	0.327142
0.444444 	1.20174e-09 	292.947 	2.34584e-17 	0 	1.76983 	0.323536
0.419192 	1.24769e-09 	292.947 	2.40295e-17 	8.14521e-36 	1.79825 	0.31994
0.393939 	1.29422e-09 	292.947 	2.46055e-17 	0 	1.82341 	0.316372
0.368687 	1.33996e-09 	292.947 	2.51611e-17 	0 	1.84535 	0.312848
0.343434 	1.38444e-09 	292.947 	2.56874e-17 	0 	1.86409 	0.30938
0.318182 	1.42771e-09 	292.947 	2.6184e-17 	0 	1.87965 	0.305981
0.292929 	1.46978e-09 	292.947 	2.66495e-17 	0 	1.89207 	0.302658
0.267677 	1.51081e-09 	292.946 	2.70846e-17 	0 	1.90136 	0.299418
0.242424 	1.55103e-09 	292.946 	2.74916e-17 	0 	1.90755 	0.296266
0.217172 	1.58908e-09 	292.946 	2.78449e-17 	0 	1.91068 	0.293206
0.191919 	1.62546e-09 	292.946 	2.81514e-17 	0 	1.91077 	0.29024
0.166667 	1.66365e-09 	292.946 	2.84695e-17 	0 	1.90787 	0.287365
0.141414 	1.70005e-09 	292.946 	2.87346e-17 	0 	1.90202 	0.284579
0.116162 	1.73863e-09 	292.946 	2.90112e-17 	0 	1.89328 	0.281876
0.0909091 	1.78316e-09 	292.946 	2.9358e-17 	0 	1.88173 	0.279243
0.0656566 	1.83393e-09 	292.946 	2.97737e-17 	0 	1.86747 	0.276663
0.040404 	1.89543e-09 	292.946 	3.03252e-17 	0 	1.8506 	0.274134
0.0151515 	1.97961e-09 	292.946 	3.11913e-17 	0 	1.83039 	0.271829
-0.010101 	2.06033e-09 	292.946 	3.19872e-17 	0 	1.80599 	0.26993
-0.0353535 	2.1483e-09 	292.946 	3.29085e-17 	0 	1.77863 	0.268177
-0.0606061 	2.23508e-09 	292.946 	3.37487e-17 	0 	1.74965 	0.266716
-0.0858586 	2.30699e-09 	292.946 	3.43401e-17 	0 	1.71933 	0.265034
-0.111111 	2.38202e-09 	292.946 	3.47534e-17 	0 	1.68339 	0.262967
-0.136364 	2.44966e-09 	292.946 	3.51186e-17 	0 	1.64241 	0.260944
-0.161616 	2.52941e-09 	292.947 	3.566e-17 	0 	1.60042 	0.259115
-0.186869 	2.62412e-09 	292.947 	3.64193e-17 	0 	1.55721 	0.257525
-0.212121 	2.65901e-09 	292.947 	3.6332e-17 	0 	1.51193 	0.255888
-0.237374 	2.6283e-09 	292.947 	3.54197e-17 	0 	1.462 	0.254074
-0.262626 	2.59759e-09 	292.947 	3.45075e-17 	0 	1.41207 	0.25226
-0.287879 	2.57486e-09 	292.947 	3.36992e-17 	0 	1.36203 	0.250469
-0.313131 	2.55245e-09 	292.947 	3.27384e-17 	0 	1.30341 	0.248659
-0.338384 	2.38861e-09 	292.947 	3.01838e-17 	0 	1.23795 	0.246249
-0.363636 	2.22477e-09 	292.947 	2.76291e-17 	0 	1.17249 	0.243838
-0.388889 	2.06092e-09 	292.947 	2.50745e-17 	0 	1.10702 	0.241428
-0.414141 	1.83272e-09 	292.947 	2.16907e-17 	0 	1.03508 	0.238828
-0.439394 	1.68448e-09 	292.947 	1.96639e-17 	0 	0.956853 	0.235796
-0.464646 	1.53624e-09 	292.947 	1.76371e-17 	0 	0.878628 	0.232763
-0.489899 	1.388e-09 	292.947 	1.56103e-17 	0 	0.800404 	0.229731
-0.515152 	1.1914e-09 	292.947 	1.30316e-17 	0 	0.716539 	0.226692
-0.540404 	1.07817e-09 	292.947 	1.16425e-17 	0 	0.62753 	0.223056
-0.565657 	9.64942e-10 	292.947 	1.02534e-17 	0 	0.53852 	0.21942
-0.590909 	8.51715e-10 	292.947 	8.86439e-18 	0 	0.449511 	0.215784
-0.616162 	7.03803e-10 	292.947 	7.13377e-18 	0 	0.351682 	0.211691
-0.641414 	6.20738e-10 	292.947 	6.23483e-18 	0 	0.246551 	0.206833
-0.666667 	5.37673e-10 	292.947 	5.33589e-18 	0 	0.14142 	0.201975
-0.691919 	4.54608e-10 	292.947 	4.43695e-18 	0 	0.0362894 	0.197117
-0.717172 	3.539e-10 	292.947 	3.39143e-18 	0 	-0.0699344 	0.191614
-0.742424 	3.03566e-10 	292.947 	2.91008e-18 	0 	-0.178002 	0.185373
-0.767677 	2.53233e-10 	292.947 	2.42873e-18 	0 	-0.28607 	0.179132
-0.792929 	2.029e-10 	292.947 	1.94738e-18 	0 	-0.394138 	0.172891
-0.818182 	1.50123e-10 	292.947 	1.45243e-18 	0 	-0.49127 	0.167207
-0.843434 	1.30905e-10 	292.947 	1.28298e-18 	0 	-0.582601 	0.161268
-0.868687 	1.11686e-10 	292.947 	1.11352e-18 	0 	-0.673931 	0.15533
-0.893939 	9.24676e-11 	292.947 	9.44061e-19 	0 	-0.765262 	0.149391
-0.919192 	7.23752e-11 	292.947 	7.65873e-19 	0 	-0.843739 	0.144871
-0.944444 	6.43216e-11 	292.947 	6.94242e-19 	0 	-0.915185 	0.140678
-0.969697 	5.62679e-11 	292.947 	6.22611e-19 	0 	-0.986631 	0.136485
-0.994949 	4.82143e-11 	292.947 	5.50981e-19 	0 	-1.05808 	0.132292
-1.0202 	3.99335e-11 	292.947 	4.75855e-19 	0 	-1.10753 	0.130485
-1.04545 	3.62225e-11 	292.947 	4.41066e-19 	0 	-1.14487 	0.130002
